name,line
Memphis,I mean-- Sonic: All over the ground.
Sonic,"Oh my God, there's so much visible rendered blood!"
Elise,"Oh no, Sonic! Sonic!"
Memphis,"I mean, you shouldn't have come on my property. You scared me. I'm sorry. I didn't know what I was doing."
Memphis,Oh my God. I'm gonna fucking puke.
Elise,"Wake up! Wake up, Sonic! Please!"
Elise,No... His hand.. It was the most beautiful part... of him.
Elise,Oh no. I'm having a flashback.
Elise,(crying) Nooooo!
Memphis,"Oh, my God. Oh my God. What the fuck?"
Memphis,"Yo, it's yellow! Oh my God. Yo, I'm purple. That's yellow."
Memphis,Ooohhh! Complimenting the color baby~
Memphis,"Okay, this'll look really good on my mantle. If I can just solidify this yellow essence into, like, a crystal or something, that would be dope."
Omega,We are trapped in the tar. This is what it looks like. This is America.
Rouge,"God. Fucking thanks, BP!"
Shadow,"Better not catch you slipping now Omega. Now let's see, now that I got my rings back on, I can... wear rings."
Shadow,"Oh! Omega: Shadow, be careful, that is the power of Sprite!"
Shadow,"Oh, Sprite! Rouge: Ah!"
Shadow,I'm more of a Coca-Cola fan!
Memphis,"Now I have all the colors of the rainbow, and I can unleash my true gay power!"
Memphis,(maniacally laughs)
Memphis,Now everyone's my boyfriend!
Memphis,(maniacally laughs)
Citizen,"Oh, hey! My beds fit!"
Tails,What the fuck is happening? What are these feelings?
Silver,Oh my God. It almost went as white as me!
Silver,That's bad!
Silver,"Oh no! No, not you again! Amy: Oh my God."
Shadow,"Oh Christ, it's you guys. Omega: What's up bitches?"
Amy,Rouge!
Eggman,(laughing)
Eggman,Cock.
Shadow,"Mood, Eggman, mood. Omega: Cooooooooock."
Eggman,Mm. You know how long I've been craving some gamer dick?
Eggman,Since 1907.
Eggman,Sonic's finally dead.
Amy,"Woah! Shadow: Wait, he's dead?"
Amy,Holy shit! You killed my boyfriend?
Tails,"No, Sonic! Amy: Wait. Shadow: Fuck yeah."
Tails,Oh no! What happened to him Elise?
Amy,I'll never get to play.. the song I wrote for him.
Amy,"Maybe if I sing it now, it'll help!"
Shadow,Don't... Amy: (dooting the Pumpkin Hill theme)
Amy,(dooting the Pumpkin Hill theme)
Shadow,"Nevermind, this is a jam. Silver: I'll get my keytar."
Amy,(continues dooting)
Eggman,"Now, this isn't the diss that I wanted. Shit, goddamn. This is fucking ridiculous. Fucking shit."
Amy,Everybody sing it with me!
Eggman,"Finally God, take me."
Eggman,I want it now. Give me death. Just like Sonic.
Shadow,"Satan, if you're out there, I want the piece of that pie too."
Knuckles,Oh wait. I have hands?
Silver,"This is... awkward. I don't know any of you guys, and you're acting all like, Oh man, it's so sad!"
Silver,"and like, I want to feel sad too, but I don't know you. So like..."
Shadow,"Untrue. I kicked you in the back of the head once, and it was awesome!"
Shadow,"Remember that, Silver? Remember getting your ass kicked? That's how Sonic feels, except not as bad."
Elise,I think... maybe...
Silver,You shut up.
Elise,The power of friendship can bring him back.
Elise,If we unite as friends.
Amy,I. Will fucking. End you.
Elise,"No. No, we can't end."
Silver,"Yeah, we can. We can end right now. You wanna do it? You wanna go? You wanna test me?"
Silver,I got nothing left to live for. My best friend turned into sparkles and flew away.
Silver,That's right. Let's just do it. Let's just end it all.
Silver,Huh? You ready? You ready to go? You ready to leave this mortal plane?
Elise,Yes. Omega: What kind of fucking crack is this?
Silver,"I hate-- I mean, no! I don't hate everything! I'm actually happy!"
Eggman,"I am now, Sans Undertale, go into my eyes. Penny: What-- OH?!"
Eggman,"Now, here's what we're going to do-- Chase: Since when? Since when?!"
Tails,"Eggman, I didn't know you got Google Glass! That's awesome!"
Knuckles,Hell yeah!
Amy,"Waitaminute, waitaminute, waitaminute, waitaminute."
Amy,Are we killing ourselves or not?
Amy,"Alright, bye!"
Tails,"Okay, let's go!"
Knuckles,"Wait, Amy, no!"
Tails,That's not what I meant!
Shadow,I remember this worked well when I was trying to summon Animal Crossing for Switch.
Elise,Bring him back. With the power of colors. All the colors of the rainbow.
Elise,Red. For.. red.
Elise,"The color of love, and lust, and hate. All of those, all combined together."
Elise,"The power of purple, and blue, and clear. Clear is a color too. Don't forget it."
Elise,"Can't forget the color clear. And by the power of all the colors, and also of friendship. Return to me, Sonic!"
Elise,Return to all of us! We have united for you! We've united to bring you back!
Elise,And so you must come. Come. Ignore the light. Come back to regular reality.
Shadow,"Wait, is she--?"
Elise,"Where it's just... normal. Knuckles: No, no, no, no NO"
Amy,Nooooooo!
Sonic,Elise. I have something to admit to you.
Sonic,I was gay before the light.
Elise,(faints)
Chase,You killed her. Sonic: I understand the friendzone.
Sonic,It's hard to deal with.
Sonic,"It's okay. We can still be friends Elise! But first, I have to take care of this alpha gamer..."
Sonic,"Incel guy, I guess. Hey, you wanna join me? Shadow: Yeah, that's a plot."
Sonic,You guys want to start a polyamorous marriage?
Silver,Sure!
Sonic,"We'll all be yellow! Shadow: Wait, is that how this works? Silver: Okay?"
Shadow,"Silver, you're a double bottom."
Silver,I'll be the twink!
Shadow,"Yeah, that's what I said!"
Rouge,"I now pronounce you husband, husband, and husband."
Sonic,Heck yeah! Shadow: Sonic the Hedgehog said gay rights. Elise: Shit! We'll save the world with the power of gay!
Sonic,And then we killed it.
Shadow,And then we played Neopets.
Rouge,Yeah!
Tails,Yeah! Knuckles: Yeah!
Eggman,(grunt)
Amy,"Hey! Hey, do you wanna go out?"
Elise,Mmhm. Yeah.
Amy,"Yeah, yeah! Sonic look, I'm gay too!"
Rouge,"Amy, what the fuck?"
Sonic,Where are we?
Elise,"It's beautiful. Colorless, but colorful?"
Duke,You have both been Norted. (Norted echoes)
Sonic,Oh no!
Sonic,I was avoiding spoilers!
Duke,"Do you see that, my gamer child?"
Duke,That is your life.
Duke,"That is your flame, that no one can ever put out."
Duke,Not even the gamers. Young Elise: Okay...
Young Elise,"I guess we just gotta be real quiet here. Duke: Yeah, I know."
Duke,Speechless. I was speechless too when I first saw the flame.
Duke,"But you will continue on. Understand me, Elise."
Duke,The flame within you shines brighter then any Xbox 360 controller.
Young Elise,It's so great!
Duke,I can't fucking understand you.
Duke,It's okay. You're my beautiful baby girl and I love you a lot.
Duke,You little Rugrat. Now come on. Let's go get some IHOP.
Duke,I know. The flame's pretty fucking crazy right? Now let's go get that IHOP.
Sonic,"So this is the flame of gamers, Elise?"
Elise,Yeah. It's been burning since I was child.
Elise,It's still going! The flame of hope. The flame of the game.
Sonic,That's pretty lit!
Elise,"Yes. Except nobody can see it, because it's a private area, so..."
Sonic,Right. Let's put it out! Elise: Yes.
Sonic,I hate games!
Elise,I'm just- I'm just gonna show it to you up close. It's really important.
Elise,"So, don't blow it out or anything, just-- I don't know. Can you feel it?"
The Gamer Flame,(Gamer talk echoing)
Sonic,Hey Elise?
Elise,Yeah. It's whispering to me. Do you hear it too?
Elise,The spirit of the games.
The Gamer Flame,(Sonic gamer talk)
Elise,Let it inspire you.
Elise,Feel it in your heart.
Sonic,I don't know Elise--
Elise,"Oh no sorry, go on."
Sonic,"No, I was just-- I mean video games have just been kinda-- Oh no."
Elise,It's so inspiring...
Sonic,"Oh, hey Elise, let me uh cheer you up! Uh, what does a ghost say?"
Sonic,What does a ghost say Elise?
Elise,Games... in the heart.
The Gamer Flame,The purpose of my content is to entertain...
The Gamer Flame,I can't wait for the new Sonic character.
Elise,I think I want to eat it. Or maybe kiss it.
The Gamer Flame,Smash that like button... Game over.
Elise,Hi guys. Hello!
Sonic,I gotta get on that plane! Wait-- boat.
Sonic,Oh!
Sonic,Pretty boat!
Elise,Oh!
Elise,I think that was meant for us.
Lady-in-waiting,What the fuck are you talking about?
Elise,The-- Didn't you just feel that? That breeze? It penetrated my heart.
Lady-in-waiting,"Sorry, that was me. I farted."
Elise,Bye guys! Thanks for coming!
Sonic,Oh! Vanilla!
Ryan,"Say it, you won't."
Alfred,(as Eggman) I'M PI--
Eggman,Did you see that hot JPEG footage that was just-
Eggman,Ooh-hoo-hoo baby. I'm gonna blow the walls off o' this place! Goin' uuuuuuuuuuuuuuuuup!
Eggman,It's been seventeen days. I'm still tryin' to get out of here!
Robots,Please. Stop. Ouch. Ouch.
Eggman,"Oh my god. If you say please stop one more time, I'm going to piss my own ass."
Robots,Please. Stop. Ouch. Ouch. Ouch.
Eggman,Get out of my way! ARRRRGHH!! (heavy breathing) Day 58.
Robots,Please. Stop. Ouch. Ouch.
Eggman,The robots are becoming more sentient. They've started to know my name! They don't even say-
Robots,"Please stop, Ivo."
Eggman,Whuh... How did you know my middle name?!
Robots,I remember everything.
Eggman,Three years. I've been in here for three years!
Robots,Please. Stop. Your mother would be very disappointed.
Eggman,"AAAAAAAAAAAA! Get out of my way! Everyone move! Get out of the way, I need to get through!"
Robots,"Remember fifth grade, Robotnik."
Eggman,"Level 5! No... Let me out! Ohh, I gotta get outta here..."
Eggman,"(heavy breathing) Level 7.... The luckiest number... (more heavy breathing, mixed with relieved chuckles) Is that a module? (chuckles) The door opened!"
Eggman,"(chuckles) I can finally leave!! Martha, I'm coming home, sweetie! Oooooh, I can't wait to see her beautiful face! Let me check her Twitter page on my holographics. Mm... Hm... Mmmm forgot my password account... mmmm, don't wanna log into the NSFW one, mmm... let me just... (he types on the keyboard) E-G-G."
Eggman,"Aw, that didn't work. Shit. Now I have to log in with my... diamond. Well, emerald, but it looks like a diamond. I see how it is. Alright, unlocking secret account. In 5... 4... 3... 2-"
Eggman,"I'm fucking PISSED OFF, IT DIDN'T UNLOCK! It's okay though, 'cause the secret is unlocking. Oooooh, aaaaaaah."
Shadow,"And so, birthed from the critical pillar, and from- uh, Robotnik's Twitter account... I'm Hot Topic."
Eggman,"(maniacal laugh) Who is this red striped mohawk-- why you got hot sauce on yo' head, cuz? What's wrong?"
Shadow,"I put hot sauce on everything, from Twinkies to milk. It's what I do, as the ultimate lifeform."
Eggman,"Well honey, your mascara's on fleek. We gotta get the fuck out of here though, because, uh, the building's gonna explode. RED STRIPES? JET BOOTS?! OH MY GOD."
Shadow,"Don't worry, I can fly. This won't be brought up ever again."
Hot Shot,I heard that you like the hot sauce. I'm going to blast you out of this dimension.
Shadow,"Well I'll eat you right up, baby. (slurping)"
Hot Shot,"I am the red hot sauce, there's no-one who's allowed to eat me. I'm going to have to destroy you immediately, unless you give me the password and your social security number."
Shadow,The password is eat my asshole.
Hot Shot,"Awwwwwwww, that's not an actual passwooooooooord...."
Shadow,And my social security is 69.
Hayley,Nice.
Eggman,"Wow! I'm gonna have to use that to get into your social security accoooooount. Shadow the Hedgehog, please join me by my side and we shall, uh, rule the Earth together, ho-ha-ha! You can stand by me, Doctor Eggman, even though my body used to be a regular shape."
Shadow,"Yeah? Well, no. You're fat. Lol. Get rekt, you fat scrub man. I'm gonna go fuck your wife now."
Eggman,"What?! You are not allowed to fuck my wife! (Shadow exits the frame) Shadow, come back here right now! Shadow! What the fuck?!"
Eggman,"You didn't think I had legs, did ya? I'm like Gru, except I'm the one before Gru. I'm... Egg-gru. Ooah, gottem!"
Eggman,"Now, to try to log onto my Twitter account once more... Let's see if this computer works. (deep exhale, inhale) E...-G-G."
Computer,(machine humming) Welcome to Twitter.com.
Eggman,(gasp) Martha... What have you been tweeting about...? (a beat) What the fuck?! Is that Shadow's DICK!?
Eggman,WHHHHHA-
Shadow,(through computer audio) I fucked your wife!
Eggman,(in shocked disgust) Wh... Wha.. Owwah...!
Shadow,"(through computer audio) Now if you'll excuse me, I've got more ladies to go bed with. Isn't that right, Dr. Ivo Robotnik?"
Eggman,What in the SAM HILL is THIS???
Shadow,"I fucked your wife. Now, there's some other-"
Penny,"(rapping) Whoop whoop, that's the sound of the police! Whoop whoop, that's the sound that I need!"
Shadow,That rap... it reminds me of her...
Shadow,Maria!
Maria,"This is me. Hey, Shadow. Bye Shadow."
Shadow,No! I-
Maria,I'm gonna kill you now.
Shadow,I promise I didn't fart! You don't need to contain it!
Maria,It smells so bad.
Shadow,That's just you!
Maria,It smells like garbage... covered in fire.
Shadow,"But Maria, you smelt it! Therefore, you are the one who dealt it! You absolute thot!"
Shadow,I can't believe it... she betrayed me.
Sonic,"Hey, that's..."
Shadow,"That blue hedgehog again, of all places! [breaks into a chuckle]"
Shadow,"Finally, I have the weed crystal. The weed diamond. The weed-"
Sonic,Hey! Give that! That looks really scrumptious!
Shadow,No.
Sonic,"Please? What if I say pretty please with a cherry on top, covered in a banana sundae? How 'bout THAT?"
Shadow,"Za... WARUDO! Aaaaaaaaah! (he farts) See ya, nerd."
Sonic,Huuh? Huh? Za Warudo? More like Za Waru-dumb. This guy's a real knucklehead! Unlike my friend Knuckles.
Shadow,"I'm here to show you what Ninten-can-do, and what Za Waru-DON'T!"
Sonic,That doesn't even make any sense.
Rouge,"Huh. (gasp) His Twitter account. Heh, interesting. Let's see... E-G-G."
Computer,Welcome to Twitter.com.
Rouge,"Well, that was easy!"
Eggman,(singing to the tune of Gary Jules' cover of Mad World by Tears for Fears) ♪ All around me are familiar Eggmans ♪ [Penny laughs.] ♪ Worn out Eggmans / worn out Eggma-a-ans... / Bright and-- ♪
Eggman,"I'M BACK IN THE FUCKING BUILDING AGAIN! (more laughter) OHHH MY GOD, I'M SO SICK!"
Robots,Please stop. Ouch.
Eggman,"Ohhh no, they KNOW, NOT AGAIN!"
Robots,Please stop. Ouch ouch.
Shadow,Well. I've learned so much from his Twitter... I guess there's only one thing to do now.
Eggman,I told you not to FUCK MY WIFE.
Shadow,"And I did anyway. Whatchu gon' do, binch? As you can see, Twitter went through a bunch of updates. This one is the one that makes me go away from yo bitch ass."
Eggman,I'm going to kill you... (awkward pause) and THEN kill you again.
Shadow,"Anyway, now that I have this emerald, I'm gonna put it RIGHT in there!"
Computer,DRAMA DETECTED. BLOCKING ACCOUNT.
Eggman,MY FOLLOWER BASE!
Shadow,And yet they still can't figure out how to get Nazis off their site.
Eggman,You son of a bitch. I'm gonna log into your Twitter and I'm gonna tell everyone what you said.
Shadow,"Go ahead. I have 50 alternate accounts. My finger's right on top of the delete button, Eggman. What are you gonna do to stop me, with your long, toothpick legs?"
Eggman,(maniacal chuckle) You fool. I have 70 ALTERNATIVE ACCOUNTS!
Shadow,"Are you referring to eggfucker1, eggfucker2, eggfucker3 through 70?"
Rouge,"Hey bitches, what's up?"
Rouge,"Eggman, I found your weed supply through your Twitter account. Thanks, man."
Eggman,I told you I have alternatives!
Rouge,"Anyway I also saw that, uh, this.. this guy over here fucked your wife. That's pre-- that sucks a lot, dude. Must be, uh, pretty uh, shaken up about that."
Eggman,How do you think I feel being cucked by a HEDGEHOG?!
Rouge,"Well, it might upset you to know that I ALSO fucked your wife."
Eggman,And she had a DIAMOND in her VAGINA?
Shadow,Good job.
Eggman,"Alright, since team FurAffinity fucked my wife, I'm going to have to have you both be a part of my team. Why is the camera zooming in!?"
Rouge,"I mean I guess that's fine, as long as I get my weed back, I don't really care."
Shadow,I don't have a character motive.
Eggman,"Listen. We're going to explore this island. You're going to find Sonic. He has all the weed that you need. The ganja, that Mary Jane. Mari-jamij. All in his pockets. He is your local drug dealer, and I'm going to BLOW UP THE ISLAND. Now go look for Sonic. And hurry up, you... fucking... (music stops) cuckhogs."
Shadow,"Ah, summer break. A time for leisure-"
Amy,"A time for rela- oh... wha- wha- a man~! Hi there, big boy! What are you doing on this little ol' aircraft-- (screams, noticing Eggman)"
Eggman,"Oh, Amy-- Amy, what are you doing here?"
Amy,Uh... Nothing! I... was... GOODBYE! (she runs away)
Eggman,"Get outta here, you thot ass bitch, you still owe me a hundred dollars! Anyway! We need to go."
Amy,Should I jump...? Yes.
Eggman,"Yeah you're gonna jump, bitch, walk the plank. Yeah, yar har, me-- wha--?"
Amy,Mom?
Tails,"Hey, Eggman! Hey, Amy!"
Amy,Are you my mom?
Tails,No? (music stops) What... the fuck?
Shadow,Eggman.
Eggman,(over walkie-talkie) Shadow! Have you found that goddamn blue marble motherfuckin' son of a bitch?!
Shadow,I'm gonna change frequency to your wife.
Maria,(grunts) It smells so bad...
Shadow,"Rouge, what if you had like, human hair. Would that be weird?"
Rouge,(over walkie-talkie) Probably.
Shadow,"Alright, cool, bye. (laughter from Blue and Penny)"
Sonic,"So you've been looking for me, huh?"
Shadow,"Yes. I've been looking to stick my quills right into you, just like a [ch-kuh!] situation."
Sonic,"Please, PLEASE rephrase."
Shadow,No. Right in there.
Sonic,"(over Shadow) PLEASE rephrase, I'm beg--"
Shadow,Right in there.
Sonic,Oww... You killed me.
Shadow,"Directly in. There was penetration, Sonic."
Eggman,(over walkie-talkie) You have one minute and 25 seconds to get the fuck off of this goddamn rock before I blow it up like Krakatoa blows up a fucking volcano.
Sonic,Huh?
Eggman,It's about to be Mt. Fiji in this bitch!
Sonic,(gasp) Blows up?!
Shadow,You weren't supposed to hear that. Pretend he said nose up.
Alfred,"(singing) ♪ There goes Hawaii, there- there- there goes Hawaii / Oh there goes Hawaii, the island is gone. / There goes Hawaii-- ♪ [flashbang, cut to white]"
Maria,"Doesn't it look wonderful, Shadow?"
Shadow,I wanna pee on it. I just... wanna piss on it.
Shadow,"Find a rock... get it nice and, you know, [pissing sounds]. You feel me, Maria? You get where I'm coming from, right?"
Shadow,"It's like I'm... marking territory. It belongs to ME. When I do that. A sign of power, if you will."
Shadow,"I'm gonna pee in a Hot Topic, Maria. [breaks into laughter] It will be mine, and I will own it."
Shadow,"Well, ten years have passed and I feel the same way, Rouge."
Rouge,You still wanna pee in a Hot Topic?
Shadow,"Yes, Rouge. Thank you for listening to my insane ramblings about peeing in a Hot Topic."
Rouge,"Listen, I'll take you to a Hot Topic."
Shadow,Finally... A place to release myself.
Rouge,I know you've been holding it for so long...
Eggman,What are you two FUCKING talking about?
Rouge,"Fucking your wife again, and peeing in a Hot Topic. Because, y'know, what else do you do on a Saturday night?"
Shadow,"I peed on your wife, Robotnik. She's mine now. That's the law."
Eggman,What the actual SHIT? WHAT?!
Eggman,I've come to make an announcement: Shadow the Hedgehog's a bitch-ass motherfucker.
Eggman,He pissed on my fucking wife.
Eggman,"That's right, he took his hedgehog fuckin' quilly dick out..."
Child,Mommy...?
Eggman,"...and he pissed on my FUCKING wife, and he said his dick was, (mocking Shadow and stretching his arm out) t h i s b i g, (normal voice) and I said, that's disgusting. So I'm making a call-out post on my Twitter dot com:"
Eggman,"Shadow the Hedgehog, you got a small dick. It's the size of this walnut except WAY smaller. And guess what? Here's what my dong looks like."
Eggman,"That's right, baby. All points, no quills, no pillows. Look at that, it looks like two balls and a bong. (cast coughing from laughing)"
Penny,I'm crying!
Eggman,"He fucked my wife, so guess what? I'm gonna fuck the Earth! That's right, this is what you get: MY SUPER LASER PISS!"
Penny,"(in hysteria) Ohhh, God!"
Eggman,Except I'm not gonna piss on the Earth; I'm gonna go higher. I'm pissing on the MOOOON!
Eggman,"How do you like that, Obama? I PISSED ON THE MOON, YOU IDIOT!"
Eggman,"You have twenty-three hours before the piss (trilling his Rs and Ls) drrroplllets hit the fucking Earth, now get out of my fucking sight before I piss on you too!"
Ryan,Pause it! Pause it! Please! Please have mercy!
Alfred,"Pause it, pause it."
Penny,"Oh, my God! I c-- My stomach hurts!"
Eggman,"Ugh, oh god.. Urgh, what the fuck happened last night?"
Eggman,[confused Eggman noises]
Shadow,"You pissed on the moon, Eggman."
Rouge,We're really worried about you. This is an intervention. We're here to help you.
Eggman,"What are you talking about, I didn't piss on the moon-"
Shadow,"When you piss on the moon- look at the moon, it's in half now from how hard you pissed on it. I'm telling you, this has been a problem for a long time."
Eggman,"I did nothing su- I, I ju- I woke up, and-"
Rouge,"You did, you pissed on it."
Shadow,"Listen, we're doing this because we care about you and your wife."
Rouge,"Yeah, you pissed on it and you cursed out Obama, it was, like, really bizarre."
Eggman,"Obama is a strong figure to the.. America, I would never say such a thing!"
Eggman,No way! I'm gonna log onto my Twitter--
Rouge,"Uh, it's right here, in the news. They-"
Eggman,What the fuck? Why does Tails have all the fucking weed?! Why does he have the weed?!
Eggman,Why is my body doing this thing?! I'm like a puppet on a string. (He makes a light creaking noise to imitate the sound of his arm moving.)
Eggman,"You see that?! Look at that! I put the thing, and I pull it out, and then, (extended pained grunt imitating the sound of a string in the back of a doll) pull it out again, and then I look at you and I'm like (deeper grunt). Okay I'm logging on to Twitter, I'm gonna- I- I- I'mma see what's up."
Eggman,"Okay everybody, shut up, shut up. shut up. Shut up. Shut up! SHUT UP! SHUT UP!!!"
Rouge,"None of us were talking, Robotnik."
Shadow,I can't believe he came to his intervention drunk.
Rouge,Sometimes it just be like that.
Rouge,"Hey Sonic, what's up?"
Sonic,"(over walkie-talkie) Hey, Rouge, baby, what's going on?"
Rouge,Nothin' much. They don't- still don't know I'm a double agent.
Sonic,"(over walkie-talkie) Heh, oh yeah. Double agent and double..."
Rouge,"Anyway, my one polygon is waiting for you."
Shadow,"I'm in the middle of nowhere again. I can't find my key- Hey, you know what this place looks like? (A beat.) Looks like PUMPKIN HILL!"
Shadow,"Hey look, it's Tails. Hopefully he didn't hear me call his name."
Sonic,"(thinking Rouge is on his line) What's up? What's up, baby?"
Shadow,I found Tails. He's flying without your permission again. Do you want me to ~punish him~?
Sonic,"No, don't do that, he's had enough."
Eggman,Why is SONIC on the same line as the VILLAIN LINE?!?!
Rouge,Hey Sonic.
Sonic,"Hey, baby... (breaks into laughter)"
Eggman,(catching onto Sonic and Rouge's relationship) WHY IS THIS-- NO. Don't do that. You CAN'T be talking to Sonic anymore. You're not talking to Sonic.
Rouge,"You're not my DAD, don't fucking tell me what to DO!"
Eggman,Stop calling Sonic on our evil phone line!
Rouge,"So, thanks for saving my life. I owe you one."
Knuckles,(as the pieces of the Master Emerald fall in front of him) Weeeed!
Rouge,"Yeah, take this weed!"
Alfred,It's weed times ten!
Rouge,It's all yours. It's- I don't need it anymore.
Knuckles,I'm gonna make a ganja sandwich!
Voice,HERE COMES THE WEEEEEEEEEEEEEEED!!
Knuckles,"Yeah, extra mayo! [A loud wheeze is heard] Just the way I like it!"
Rouge,Have at it.
Knuckles,You're- I love you. You're the best woman... ever.
Rouge,I love you too. I'll meet you... behind the Denny's.
Big,"Ahh, I'm gonna need to check my dick!"
Eggman,WHO posted my NUDES on Twitter dot com?!
Eggman,"Ohhh no. Ohhhhh no, they put it all the way on the fucking islands. Now everyone's gonna know about my secret egg dick."
Shadow,I don't talk to people whose dicks are less than three inches.
Eggman,"Listen to me motherfucker, I know about yours 'cause I crea- I mean, Listen, you don't need to talk about my dick like that, listen, I just take pride in my egg-shaped dick, okay? Now I'm gonna go leave because... my dick is actually the nose of this fucking machine. P lease behave yourself."
Amy,Aaahh... Hum-dee-dum-dee-dum-dum-dum. What? Oh... Where AM I? Why am I in a ship? OH!
Eggman,Bitch you are gon' get in this car or I'm poppin' between ya' eyes.
Amy,"Wait, I know you! I saw your dick on Twitter!"
Eggman,OH GOD DA-
Shadow,Maria.
Rouge,"Guess what, Robotnik? I have access to the Twitter headquarters."
Rouge,"I'm gonna not only post your nudes on your Twitters, but on EVERYONE'S Twitters."
Shadow,"Don't do it! His dick is too disturbing for the world to see. Trust me, I've seen it in person. And the one you leaked? Photoshopped. The real thing is worse, Rouge..."
Shadow,Th- what was that zoom for?
Rouge,"I have this manual of how to hack into the Twitter headquarters, just so I can post it to the whole world, so you'd better hurry the fuck up with your explanation before I just DO IT."
Shadow,"It somehow looks like every single Tetris block at once. Wait, hold on. Is that Eggman-"
Eggman,[over the walkie-talkie] HAVE YOU BEEN TALKING ABOUT MY FUCKING DICK AGAIN??! OH MY GOD. WHEN I SEE YOU! IT'S ON. SIGHT. IT IS ON-
Shadow,"Yeah, piss off. Anyway... begone, thot."
Rouge,"Hey, that's not how you're supposed to speak to a friend. I thought we were FRIENDS, Shadow."
Shadow,Maybe friends with benefits.
Rouge,Really?
Shadow,No. You got a gross bat face.
Rouge,"What the fuck, you Hot Topic hot sauce motherfucker? Why would you even say anything?"
Shadow,"There's nothing hotter than hot sauce, Rouge."
Voice,WELCOME TO FUNLAND!
Sonic,What the... I'm here again?
Sonic,It's like a dream-
Shadow,"Welcome to Funland, Sonic. Also, welcome to the Fucked Eggman's Wife club."
Sonic,"Oh, hey! I'm glad to be here! Do we have jackets?"
Shadow,"No. But we do have shoes. And they let us run really, really fast."
Sonic,Okay. How fast do you wanna run? Two fast? Three fast? Twelve fast.
Shadow,"That's not grammatically correct, you insolent fucko."
Shadow,"And so then I told Eggman, I swear, it looks like all of them at once, you big Gru-looking bitch."
Sonic,"Oh my God, really? Are you telling- that's, that's the truth? It really.. every single one of them at once?"
Shadow,It's true.
Sonic,So if I were to put it in a blender... Would that like...
Shadow,"Yes, that's right. It would still look exactly the same. It defies nature like that."
Sonic,Oh my god. that's... that's Lovecraftian!
Shadow,"Also, perish."
Sonic,Okay.
Hayley,Space Cuckholdry. (making a pun on Space Colony)
Penny,Prayer.
Alfred,"Prayers, tears-- what the fuck is this..."
Hayley,Maria.
Alfred,Crisis of -- end of the world.
Hayley,The truth about 50 years ago...
Eggman,"Finally. Y'know what? My nudes are up, my Twitter all logged on, and my boners are turned off."
Eggman,I'm gonna fu- what the hell is going on. Who is THIS?
Eggman,"D... d.... daddy? Daddy, is that you?"
Gerald,It seems... that as all come today... that I... must... destroy you all... for leaking my son's nudes. I cannot believe that this has happened. It is time... for you all... to see... the last thing that you will ever see. As you are destroyed... and as you see my son's Tetris dick... I will make sure... that every waking moment... until the very last... is the last thing that you will ever breathe. Make sure...
Knuckles,Whoa! But I wanted the last thing I breathed to be pot!
Eggman,YOU DONE DID IT NOW. I'm so sick. My father's here-
Knuckles,I'm so sick of fuckin' your wife! She's a tired old hag! ...Wait. ...Where am I?
Sonic,Eggman... We can make amends-
Eggman,"What the fuck, shut the fuck up. Shut the FUCK up. Everybody's fucked my wife!"
Sonic,"[mid-laughter] Yeah, but we can fix it, I promise. Just join us!"
Eggman,"NO. I'm divorcing her ass, I'm throwing yo' ass in the garbage, I'm throwing ALL yo' asses in the garbage. I'm taking yo' CDs and weed..."
Rouge,"I'm not really sure what this says, I... I can only read basic English."
Voice,Destroyyy...~
Hayley,Destroy.
Alfred,Deny-- this is the last thing that you will see.
Ryan,"Maria, Maria, Maria..."
Amy,I NEVER LEARNED HOW TO READ.
Alfred,Stereotype--
Hayley,Prototype.
Alfred,"Prototype, prototype, Shadow's a prototype..."
Blue,That's not really a surprise!
Ryan,[In Kermit-like voice] ARK!
Alfred,"ARK, ARK, ARK... [turns into a mating call]"
Hayley,ARK! ARK! I'm a dog!
Ryan,"Engage, engage, engage, engage..."
Hayley,ARK!
Eggman,She fuckin'- he fuckin'- she.. they fucked my wife!
Blue,They all vanished!
Eggman,"The animals fucked my wife! And then everybody fucking left because the fucking ship was gonna be destroyed. She was able to escape because I designed a robot that would be able to pleasure her in such an intense way that I would be able to finally fuck her. BUT IT DIDN'T HAPPEN! BECAUSE SHE DECIDED TO BECOME A FURRY FUCKER AND FUCKED THE WHOLE SONIC THE HEDGEHOG AND SHADOW TEAM!! WHICH DIDN'T EVEN FUCKIN' MATTER SINCE IT WENT INTO A NEW ARC! (in a deep, glitchy, distorted voice caused by Alfred's mic) And then she fucked the world. THE WORLD WAS HER NEXT TARGET. BECAUSE HER JUSSY WAS NOT EVEN PLEASED ENOUGH. SO SHE HAD TO HOE HERSELF OUT AND BE THE BIGGEST (trilling) THRRRRRRROT THAT YOU'VE EVER SEEN. THE WORLD IS GOING TO BE DESTROYED RIGHT NOW. I'M LOGGING OFF."
Rouge,You shouldn't talk about your wife that way.
Eggman,"I DON'T GIVE A FLYING FUCK. That bitch can fuck off, I divorced her ass three hours ago. I'm so sick. My body's doing things. THAT thing. And you over there? Shut up. (pointing to Tails) And YOU? Take off my pants. You wanna see some weird shit?"
Tails,Eggman! You need to calm down.
